Date,Region,COUNTRY,Product_Name,Company_Names,Units_Sold,Unit_Price,Total_Sales,Cost_of_Goods_Sold,Profit,Discount,Customer_Segement
5/29/2023,West,RUSSIA,Laptop,Hooli,412,15.46,6369.52,4080.04,2289.48,5,Retail
5/29/2023,West,RUSSIA,Mouse,Stark Industries,305,75.66,23076.3,12297.76,10778.54,5,Wholesale
5/29/2023,North,RUSSIA,Printer,Wayne Enterprises,898,22.49,20196.02,11596.45,8599.57,5,Wholesale
5/29/2023,West,RUSSIA,Printer,Massive Dynamic,79,20.89,1650.31,1038.25,612.06,20,Retail
5/29/2023,East,RUSSIA,Monitor,Globex Inc,27,93.4,2521.8,1510.89,1010.91,20,Retail
5/29/2023,Central,RUSSIA,Keyboard,Globex Inc,224,94,21056,8498.03,12557.97,20,Retail
5/29/2023,West,RUSSIA,Laptop,Hooli,317,20.86,6612.62,4179.26,2433.36,0,Retail
5/29/2023,North,RUSSIA,Mouse,Globex Inc,156,7.7,1201.2,625.51,575.69,0,Wholesale
5/29/2023,South,RUSSIA,Mouse,Soylent LLC,330,34.22,11292.6,5170.44,6122.16,10,Enterprise
5/29/2023,East,RUSSIA,Laptop,Globex Inc,545,59.94,32667.3,17946.66,14720.64,15,Retail
5/29/2023,South,RUSSIA,Laptop,Stark Industries,675,39.8,26865,11306.41,15558.59,10,Wholesale
5/30/2023,West,RUSSIA,Laptop,Umbrella Corp,935,50.84,47535.4,29263.64,18271.76,10,Wholesale
5/30/2023,North,RUSSIA,Mouse,Soylent LLC,412,47.36,19512.32,8090,11422.32,10,Enterprise
5/30/2023,West,RUSSIA,Mouse,Wayne Enterprises,716,58.55,41921.8,19265.54,22656.26,0,Wholesale
5/30/2023,North,RUSSIA,Laptop,Vehement Capital Partners,176,85.51,15049.76,7576.91,7472.85,10,Retail
5/30/2023,Central,RUSSIA,Laptop,Massive Dynamic,373,28.41,10596.93,7383.73,3213.2,5,Wholesale
5/30/2023,South,RUSSIA,Mouse,Vehement Capital Partners,169,7.58,1281.02,793.02,488,0,Wholesale
5/30/2023,East,RUSSIA,Monitor,Umbrella Corp,930,92.71,86220.3,62589.23,23631.07,0,Wholesale
5/30/2023,South,RUSSIA,Mouse,Stark Industries,872,74.41,64885.52,36623.55,28261.97,10,Retail
5/30/2023,West,RUSSIA,Printer,Corp,528,34.13,18020.64,7598.71,10421.93,0,Wholesale
5/30/2023,South,RUSSIA,Laptop,Wayne Enterprises,570,87.05,49618.5,27763.68,21854.82,0,Wholesale
5/30/2023,East,RUSSIA,Keyboard,Vehement Capital Partners,753,90.88,68432.64,48331.76,20100.88,20,Wholesale
5/30/2023,South,RUSSIA,Laptop,Stark Industries,280,6.74,1887.2,1223.47,663.73,5,Retail
5/30/2023,South,RUSSIA,Laptop,Soylent LLC,649,97.46,63251.54,26615.75,36635.79,0,Enterprise
5/30/2023,South,RUSSIA,Mouse,Soylent LLC,690,49.42,34099.8,21489.78,12610.02,20,Wholesale
5/30/2023,South,RUSSIA,Monitor,Wayne Enterprises,904,46.54,42072.16,25351.63,16720.53,5,Enterprise
5/30/2023,North,RUSSIA,Printer,Stark Industries,198,9.96,1972.08,1351.87,620.21,15,Enterprise
5/30/2023,South,RUSSIA,Laptop,Corp,180,56.86,10234.8,5823.53,4411.27,10,Wholesale
5/30/2023,East,RUSSIA,Mouse,Stark Industries,691,25.69,17751.79,8915,8836.79,15,Enterprise
5/30/2023,North,RUSSIA,Keyboard,Vehement Capital Partners,903,32.1,28986.3,18725.44,10260.86,15,Retail
5/30/2023,North,RUSSIA,Mouse,Corp,877,59.39,52085.03,29074.02,23011.01,0,Enterprise
5/30/2023,South,RUSSIA,Monitor,Stark Industries,818,56.65,46339.7,30252.5,16087.2,5,Wholesale
5/30/2023,South,RUSSIA,Keyboard,Vehement Capital Partners,711,96.2,68398.2,29603.31,38794.89,0,Enterprise
5/30/2023,Central,RUSSIA,Keyboard,Vehement Capital Partners,73,21.46,1566.58,1234.96,331.62,0,Retail
5/30/2023,West,RUSSIA,Monitor,Hooli,890,20.08,17871.2,12843.43,5027.77,15,Enterprise
5/30/2023,East,RUSSIA,Keyboard,Globex Inc,551,37.93,20899.43,12277.65,8621.78,20,Wholesale
5/30/2023,West,RUSSIA,Printer,Massive Dynamic,950,48.5,46075,37338.1,8736.9,0,Wholesale
5/30/2023,South,RUSSIA,Printer,Stark Industries,496,53.09,26332.64,14027.18,12305.46,0,Retail
5/31/2023,East,RUSSIA,Printer,Massive Dynamic,414,49.83,20629.62,13749.95,6879.67,5,Retail
5/31/2023,Central,RUSSIA,Monitor,Vehement Capital Partners,242,27.47,6647.74,5429.31,1218.43,5,Retail
5/31/2023,Central,RUSSIA,Mouse,Wayne Enterprises,124,26.46,3281.04,1946.16,1334.88,0,Retail
5/31/2023,North,RUSSIA,Monitor,Globex Inc,404,85.02,34348.08,14343.74,20004.34,0,Retail
5/31/2023,East,RUSSIA,Mouse,Stark Industries,341,17.08,5824.28,3707.32,2116.96,5,Wholesale
5/31/2023,Central,RUSSIA,Laptop,Initech,524,6.96,3647.04,1966.24,1680.8,0,Wholesale
5/31/2023,West,RUSSIA,Mouse,Massive Dynamic,989,7.9,7813.1,3574.19,4238.91,5,Enterprise
5/31/2023,East,RUSSIA,Printer,Umbrella Corp,300,99.38,29814,14645.03,15168.97,15,Wholesale
5/31/2023,South,RUSSIA,Mouse,Soylent LLC,742,46.1,34206.2,17101.91,17104.29,10,Retail
5/31/2023,West,RUSSIA,Mouse,Stark Industries,617,24.48,15104.16,7739.22,7364.94,15,Wholesale
5/31/2023,East,RUSSIA,Laptop,Globex Inc,472,28.95,13664.4,6462.06,7202.34,20,Wholesale
5/31/2023,North,RUSSIA,Laptop,Vehement Capital Partners,234,13.14,3074.76,1590.32,1484.44,15,Enterprise
5/31/2023,North,RUSSIA,Keyboard,Massive Dynamic,945,74.44,70345.8,53178.58,17167.22,10,Enterprise
5/31/2023,North,RUSSIA,Laptop,Wayne Enterprises,366,88.51,32394.66,13548.92,18845.74,10,Enterprise
5/31/2023,South,RUSSIA,Monitor,Umbrella Corp,120,18.06,2167.2,1461.91,705.29,0,Retail
5/31/2023,Central,RUSSIA,Monitor,Massive Dynamic,424,29.25,12402,9354.38,3047.62,15,Enterprise
5/31/2023,West,RUSSIA,Monitor,Globex Inc,442,72.3,31956.6,14449.11,17507.49,20,Wholesale
5/31/2023,West,RUSSIA,Keyboard,Soylent LLC,550,67.57,37163.5,24996.64,12166.86,20,Wholesale
5/31/2023,East,RUSSIA,Mouse,Vehement Capital Partners,897,65.75,58977.75,46432.15,12545.6,5,Enterprise
5/31/2023,Central,RUSSIA,Monitor,Stark Industries,480,70.68,33926.4,20838.74,13087.66,10,Wholesale
5/31/2023,East,RUSSIA,Laptop,Vehement Capital Partners,861,35.55,30608.55,21650.64,8957.91,10,Enterprise
5/31/2023,Central,RUSSIA,Keyboard,Initech,713,28.99,20669.87,15611.24,5058.63,10,Retail
5/31/2023,West,RUSSIA,Printer,Stark Industries,330,53.52,17661.6,12849.91,4811.69,15,Wholesale
5/31/2023,South,RUSSIA,Keyboard,Hooli,311,88.03,27377.33,20533.23,6844.1,5,Wholesale
5/31/2023,Central,RUSSIA,Mouse,Massive Dynamic,511,38.91,19883.01,11248.08,8634.93,5,Retail
5/31/2023,West,RUSSIA,Monitor,Wayne Enterprises,968,61.43,59464.24,26779.73,32684.51,20,Wholesale
5/31/2023,West,RUSSIA,Laptop,Massive Dynamic,625,32.72,20450,16047.41,4402.59,5,Wholesale
6/1/2023,South,RUSSIA,Printer,Umbrella Corp,64,36.47,2334.08,1257.71,1076.37,0,Enterprise
6/1/2023,North,RUSSIA,Keyboard,Vehement Capital Partners,290,40.72,11808.8,6066.55,5742.25,10,Retail
6/1/2023,East,RUSSIA,Mouse,Globex Inc,350,32.46,11361,7837.45,3523.55,20,Retail
6/1/2023,North,RUSSIA,Keyboard,Initech,712,56.06,39914.72,16130.21,23784.51,5,Wholesale
6/1/2023,South,RUSSIA,Printer,Massive Dynamic,706,64.13,45275.78,33607.86,11667.92,10,Wholesale
6/1/2023,East,RUSSIA,Laptop,Corp,89,60.41,5376.49,2632.14,2744.35,10,Wholesale
6/1/2023,East,RUSSIA,Mouse,Massive Dynamic,600,70.68,42408,18703.25,23704.75,20,Enterprise
6/1/2023,East,RUSSIA,Keyboard,Soylent LLC,193,30.55,5896.15,4535.76,1360.39,5,Retail
6/1/2023,Central,RUSSIA,Keyboard,Vehement Capital Partners,883,33.18,29297.94,18034.62,11263.32,5,Wholesale
6/1/2023,East,RUSSIA,Keyboard,Hooli,753,98.05,73831.65,45969.87,27861.78,20,Retail
6/1/2023,North,RUSSIA,Printer,Initech,117,45.33,5303.61,3899.16,1404.45,10,Retail
6/1/2023,West,RUSSIA,Mouse,Vehement Capital Partners,51,38.38,1957.38,980.48,976.9,20,Retail
6/1/2023,Central,RUSSIA,Laptop,Initech,370,6.38,2360.6,1100.61,1259.99,5,Enterprise
6/1/2023,West,RUSSIA,Printer,Umbrella Corp,840,94.25,79170,50172.06,28997.94,15,Retail
6/1/2023,Central,RUSSIA,Mouse,Umbrella Corp,41,27.78,1138.98,533.1,605.88,10,Retail
6/1/2023,Central,RUSSIA,Laptop,Corp,780,68.72,53601.6,26390.26,27211.34,5,Wholesale
6/1/2023,East,RUSSIA,Printer,Globex Inc,648,62.87,40739.76,18425,22314.76,20,Wholesale
6/1/2023,West,RUSSIA,Printer,Hooli,167,43.84,7321.28,3701.37,3619.91,20,Retail
6/1/2023,East,RUSSIA,Keyboard,Wayne Enterprises,98,35.33,3462.34,2578.41,883.93,5,Wholesale
6/1/2023,East,RUSSIA,Mouse,Soylent LLC,941,96.38,90693.58,66073.89,24619.69,5,Enterprise
6/1/2023,Central,RUSSIA,Laptop,Hooli,37,22.37,827.69,434.5,393.19,5,Wholesale
6/1/2023,East,RUSSIA,Monitor,Globex Inc,901,17.53,15794.53,7557.39,8237.14,20,Retail
6/1/2023,East,RUSSIA,Monitor,Hooli,324,17.59,5699.16,3285.52,2413.64,15,Wholesale
6/1/2023,West,RUSSIA,Mouse,Soylent LLC,487,64.58,31450.46,12743.91,18706.55,20,Enterprise
6/1/2023,Central,RUSSIA,Monitor,Massive Dynamic,491,76.7,37659.7,27679.86,9979.84,15,Retail
6/1/2023,East,RUSSIA,Mouse,Initech,957,28.46,27236.22,18014.96,9221.26,15,Enterprise
6/1/2023,South,RUSSIA,Laptop,Massive Dynamic,850,27.71,23553.5,19950.02,3603.48,20,Enterprise
6/1/2023,Central,RUSSIA,Mouse,Initech,547,56.8,31069.6,13752.76,17316.84,5,Wholesale
6/1/2023,West,RUSSIA,Printer,Hooli,831,51.06,42430.86,18570.01,23860.85,0,Retail
6/1/2023,North,RUSSIA,Laptop,Stark Industries,367,33.69,12364.23,8675.47,3688.76,0,Retail
6/1/2023,East,RUSSIA,Monitor,Umbrella Corp,28,64.29,1800.12,1306.24,493.88,5,Retail
6/2/2023,Central,RUSSIA,Keyboard,Globex Inc,401,39.98,16031.98,10608.99,5422.99,15,Enterprise
6/2/2023,West,RUSSIA,Mouse,Hooli,827,49.18,40671.86,21776.58,18895.28,0,Enterprise
6/2/2023,West,RUSSIA,Printer,Vehement Capital Partners,464,87.08,40405.12,26085.93,14319.19,15,Wholesale
6/2/2023,South,RUSSIA,Printer,Globex Inc,354,68.92,24397.68,13002.54,11395.14,0,Retail
6/2/2023,East,RUSSIA,Keyboard,Hooli,951,94.53,89898.03,75361.43,14536.6,10,Retail
6/2/2023,North,RUSSIA,Printer,Hooli,917,48.28,44272.76,28294.4,15978.36,15,Retail
6/2/2023,Central,RUSSIA,Laptop,Soylent LLC,482,23.57,11360.74,8530.4,2830.34,10,Enterprise
6/2/2023,Central,RUSSIA,Mouse,Vehement Capital Partners,313,14.72,4607.36,2274.34,2333.02,10,Enterprise
6/2/2023,West,RUSSIA,Keyboard,Wayne Enterprises,785,63.14,49564.9,41577.28,7987.62,20,Enterprise
6/2/2023,East,RUSSIA,Keyboard,Globex Inc,751,22.94,17227.94,9162.31,8065.63,15,Wholesale
6/2/2023,West,RUSSIA,Monitor,Initech,550,86.97,47833.5,29443.82,18389.68,5,Wholesale
6/2/2023,West,RUSSIA,Mouse,Umbrella Corp,695,54.95,38190.25,32161.83,6028.42,5,Retail
6/2/2023,Central,RUSSIA,Monitor,Stark Industries,104,98.04,10196.16,8175.7,2020.46,20,Wholesale
6/2/2023,East,RUSSIA,Printer,Vehement Capital Partners,72,50.74,3653.28,2870.55,782.73,5,Retail
6/2/2023,South,RUSSIA,Mouse,Globex Inc,904,68.26,61707.04,39258.47,22448.57,20,Enterprise
6/2/2023,South,RUSSIA,Mouse,Wayne Enterprises,92,72.54,6673.68,4193.5,2480.18,5,Enterprise
6/2/2023,Central,RUSSIA,Laptop,Stark Industries,679,97.9,66474.1,47846.67,18627.43,5,Enterprise
6/2/2023,South,RUSSIA,Monitor,Soylent LLC,957,30.25,28949.25,14602.71,14346.54,5,Enterprise
6/2/2023,North,RUSSIA,Mouse,Globex Inc,802,51.82,41559.64,31479.32,10080.32,15,Retail
6/2/2023,Central,RUSSIA,Monitor,Vehement Capital Partners,621,55.45,34434.45,24257.08,10177.37,0,Retail
6/2/2023,South,RUSSIA,Laptop,Umbrella Corp,993,74.96,74435.28,62833.52,11601.76,0,Enterprise
6/2/2023,West,RUSSIA,Laptop,Hooli,800,34.36,27488,11709.01,15778.99,5,Wholesale
6/2/2023,West,RUSSIA,Keyboard,Umbrella Corp,865,77.34,66899.1,37032.91,29866.19,15,Wholesale
6/2/2023,Central,RUSSIA,Keyboard,Initech,751,9.5,7134.5,5560.77,1573.73,5,Wholesale
6/2/2023,East,RUSSIA,Monitor,Initech,860,76.19,65523.4,37686.61,27836.79,0,Wholesale
6/3/2023,East,RUSSIA,Laptop,Wayne Enterprises,610,42.41,25870.1,11557.59,14312.51,5,Wholesale
6/3/2023,East,RUSSIA,Mouse,Massive Dynamic,73,65.13,4754.49,2773.76,1980.73,20,Retail
6/3/2023,East,RUSSIA,Keyboard,Hooli,261,57.83,15093.63,10554.55,4539.08,20,Enterprise
6/3/2023,West,RUSSIA,Laptop,Umbrella Corp,983,75.81,74521.23,60196.36,14324.87,15,Wholesale
6/3/2023,North,RUSSIA,Printer,Wayne Enterprises,318,81.05,25773.9,13355.95,12417.95,0,Retail
6/3/2023,West,RUSSIA,Laptop,Stark Industries,335,51.92,17393.2,12240.27,5152.93,0,Retail
6/3/2023,North,RUSSIA,Mouse,Umbrella Corp,268,84.41,22621.88,11798.82,10823.06,10,Retail
6/3/2023,Central,RUSSIA,Monitor,Vehement Capital Partners,106,30.79,3263.74,1332.38,1931.36,10,Enterprise
6/3/2023,East,RUSSIA,Laptop,Massive Dynamic,679,83.08,56411.32,28626.87,27784.45,20,Wholesale
6/3/2023,Central,RUSSIA,Monitor,Massive Dynamic,256,14.32,3665.92,2455.46,1210.46,0,Retail
6/3/2023,South,RUSSIA,Monitor,Initech,444,75.06,33326.64,26666.27,6660.37,20,Wholesale
6/3/2023,West,RUSSIA,Laptop,Massive Dynamic,707,32.23,22786.61,14786.8,7999.81,15,Retail
6/3/2023,South,RUSSIA,Mouse,Umbrella Corp,168,21.25,3570,2916.31,653.69,5,Retail
6/3/2023,South,RUSSIA,Printer,Wayne Enterprises,590,9.19,5422.1,4391.61,1030.49,10,Wholesale
6/3/2023,West,RUSSIA,Monitor,Wayne Enterprises,774,6.45,4992.3,3805.23,1187.07,5,Wholesale
6/3/2023,South,RUSSIA,Mouse,Hooli,757,51.87,39265.59,15918.93,23346.66,5,Enterprise
6/3/2023,North,RUSSIA,Laptop,Stark Industries,580,50.84,29487.2,17532.6,11954.6,5,Wholesale
6/3/2023,Central,RUSSIA,Printer,Massive Dynamic,712,38.05,27091.6,16981.5,10110.1,0,Wholesale
6/3/2023,North,RUSSIA,Printer,Stark Industries,324,81.02,26250.48,20999.02,5251.46,0,Retail
6/3/2023,West,RUSSIA,Mouse,Initech,351,51.37,18030.87,12207.28,5823.59,15,Enterprise
6/3/2023,West,RUSSIA,Laptop,Vehement Capital Partners,443,46.82,20741.26,13970.46,6770.8,10,Enterprise
6/3/2023,North,RUSSIA,Laptop,Soylent LLC,640,51.69,33081.6,25659.58,7422.02,20,Wholesale
6/3/2023,North,RUSSIA,Laptop,Corp,323,13.89,4486.47,2308.88,2177.59,0,Wholesale
6/3/2023,North,RUSSIA,Mouse,Wayne Enterprises,398,57.26,22789.48,18552.73,4236.75,15,Wholesale
6/3/2023,East,RUSSIA,Keyboard,Massive Dynamic,853,34.9,29769.7,24827.34,4942.36,10,Enterprise
6/3/2023,North,RUSSIA,Mouse,Stark Industries,61,77.95,4754.95,4023.88,731.07,15,Retail
6/3/2023,North,RUSSIA,Laptop,Initech,632,29.88,18884.16,9191.71,9692.45,5,Enterprise
6/3/2023,Central,RUSSIA,Printer,Globex Inc,875,54.77,47923.75,38233.01,9690.74,10,Enterprise
6/3/2023,East,RUSSIA,Printer,Stark Industries,768,48.75,37440,25727.29,11712.71,0,Retail
6/3/2023,East,RUSSIA,Keyboard,Corp,670,75.24,50410.8,39525.7,10885.1,10,Enterprise
6/3/2023,West,RUSSIA,Monitor,Soylent LLC,267,54.17,14463.39,8316.5,6146.89,5,Retail
6/3/2023,East,RUSSIA,Mouse,Umbrella Corp,23,95.27,2191.21,1301.88,889.33,10,Wholesale
6/3/2023,South,RUSSIA,Monitor,Massive Dynamic,754,46.09,34751.86,24711.64,10040.22,20,Retail
6/3/2023,West,RUSSIA,Monitor,Initech,645,5.76,3715.2,2984.74,730.46,5,Retail
6/3/2023,East,RUSSIA,Mouse,Vehement Capital Partners,891,15.99,14247.09,10605.83,3641.26,0,Wholesale
6/3/2023,Central,RUSSIA,Mouse,Massive Dynamic,495,98.83,48920.85,21936.38,26984.47,10,Wholesale
6/3/2023,West,RUSSIA,Mouse,Umbrella Corp,477,19.98,9530.46,6574.12,2956.34,15,Retail
6/3/2023,Central,RUSSIA,Mouse,Stark Industries,731,31.47,23004.57,16407.87,6596.7,20,Retail
6/3/2023,North,RUSSIA,Printer,Wayne Enterprises,718,73.04,52442.72,42685.96,9756.76,0,Wholesale
6/3/2023,West,RUSSIA,Keyboard,Hooli,866,14.6,12643.6,7158.6,5485,5,Wholesale
6/3/2023,South,RUSSIA,Printer,Corp,290,38.62,11199.8,5435.47,5764.33,5,Retail
6/3/2023,South,RUSSIA,Printer,Vehement Capital Partners,865,21.26,18389.9,8117.27,10272.63,15,Retail
6/4/2023,West,RUSSIA,Printer,Initech,672,19.17,12882.24,10472.77,2409.47,15,Wholesale
6/4/2023,South,RUSSIA,Printer,Vehement Capital Partners,461,91.37,42121.57,34356.58,7764.99,0,Enterprise
6/4/2023,West,RUSSIA,Monitor,Globex Inc,398,41.89,16672.22,8484.18,8188.04,15,Enterprise
6/4/2023,West,RUSSIA,Printer,Soylent LLC,936,21.57,20189.52,9518.47,10671.05,20,Wholesale
6/4/2023,East,RUSSIA,Laptop,Umbrella Corp,950,11.82,11229,5388.87,5840.13,15,Retail
6/4/2023,Central,RUSSIA,Monitor,Stark Industries,779,60.91,47448.89,21359.58,26089.31,20,Retail
6/4/2023,Central,RUSSIA,Monitor,Umbrella Corp,413,22.75,9395.75,5208.85,4186.9,0,Enterprise
6/4/2023,South,RUSSIA,Laptop,Corp,222,43.69,9699.18,6915.68,2783.5,5,Retail
6/4/2023,South,RUSSIA,Keyboard,Wayne Enterprises,304,96.51,29339.04,14983.68,14355.36,15,Wholesale
6/4/2023,Central,RUSSIA,Keyboard,Initech,498,57.41,28590.18,20180.45,8409.73,20,Enterprise
6/4/2023,South,RUSSIA,Mouse,Soylent LLC,574,91.71,52641.54,42257.92,10383.62,5,Retail
6/4/2023,Central,RUSSIA,Monitor,Massive Dynamic,71,42.94,3048.74,1490.09,1558.65,10,Wholesale
6/4/2023,East,RUSSIA,Keyboard,Globex Inc,366,67.61,24745.26,11299.56,13445.7,0,Retail
6/4/2023,Central,RUSSIA,Laptop,Hooli,454,61.86,28084.44,21191.12,6893.32,0,Wholesale
6/4/2023,West,RUSSIA,Mouse,Initech,851,69.95,59527.45,32796.67,26730.78,15,Enterprise
6/4/2023,East,RUSSIA,Monitor,Massive Dynamic,185,18.07,3342.95,2483.95,859,0,Retail
6/4/2023,West,RUSSIA,Keyboard,Vehement Capital Partners,454,84.67,38440.18,26774.94,11665.24,15,Wholesale
6/4/2023,West,RUSSIA,Printer,Massive Dynamic,544,99.66,54215.04,24798.92,29416.12,5,Enterprise
6/4/2023,Central,RUSSIA,Laptop,Vehement Capital Partners,144,18.96,2730.24,1694.94,1035.3,20,Wholesale
6/4/2023,East,RUSSIA,Keyboard,Soylent LLC,120,62.71,7525.2,3089.89,4435.31,0,Wholesale
6/4/2023,Central,RUSSIA,Monitor,Initech,675,33.33,22497.75,14724.19,7773.56,5,Enterprise
6/4/2023,East,RUSSIA,Monitor,Wayne Enterprises,949,12.32,11691.68,7253.73,4437.95,5,Enterprise
6/4/2023,West,RUSSIA,Monitor,Stark Industries,361,97.21,35092.81,26614,8478.81,5,Retail
6/4/2023,West,RUSSIA,Monitor,Massive Dynamic,167,37.51,6264.17,4051.85,2212.32,0,Retail
6/5/2023,West,RUSSIA,Laptop,Globex Inc,718,48.27,34657.86,23011.85,11646.01,15,Enterprise
6/5/2023,South,RUSSIA,Keyboard,Soylent LLC,719,9.28,6672.32,4052.79,2619.53,10,Enterprise
6/5/2023,South,RUSSIA,Printer,Soylent LLC,256,33.83,8660.48,6059.85,2600.63,0,Enterprise
6/5/2023,East,RUSSIA,Keyboard,Vehement Capital Partners,929,44.42,41266.18,28920.96,12345.22,10,Wholesale
6/5/2023,North,RUSSIA,Keyboard,Initech,955,98.16,93742.8,68705.65,25037.15,20,Wholesale
6/5/2023,North,RUSSIA,Monitor,Massive Dynamic,949,40.94,38852.06,29815.33,9036.73,10,Wholesale
6/5/2023,West,RUSSIA,Laptop,Stark Industries,20,23.21,464.2,391.5,72.7,10,Wholesale
6/5/2023,South,RUSSIA,Keyboard,Corp,834,76.52,63817.68,48191.55,15626.13,20,Wholesale
6/5/2023,Central,RUSSIA,Mouse,Hooli,152,20.36,3094.72,2177.5,917.22,15,Retail
6/5/2023,South,RUSSIA,Monitor,Vehement Capital Partners,770,33.06,25456.2,21243.62,4212.58,10,Enterprise
6/5/2023,North,RUSSIA,Mouse,Initech,333,81.02,26979.66,20674.57,6305.09,5,Retail
6/5/2023,Central,RUSSIA,Printer,Wayne Enterprises,252,28.85,7270.2,5723.95,1546.25,20,Enterprise
6/5/2023,West,RUSSIA,Keyboard,Initech,589,18.83,11090.87,9142.21,1948.66,15,Wholesale
6/5/2023,South,RUSSIA,Laptop,Massive Dynamic,905,81.66,73902.3,39682.21,34220.09,15,Wholesale
6/5/2023,East,RUSSIA,Keyboard,Umbrella Corp,198,25.98,5144.04,4080.45,1063.59,10,Enterprise
6/5/2023,North,RUSSIA,Monitor,Globex Inc,999,90.94,90849.06,42997.26,47851.8,15,Retail
6/5/2023,East,RUSSIA,Laptop,Corp,25,52.89,1322.25,963.86,358.39,0,Wholesale
6/5/2023,East,RUSSIA,Laptop,Massive Dynamic,927,64.05,59374.35,39495.14,19879.21,20,Enterprise
6/5/2023,Central,RUSSIA,Laptop,Massive Dynamic,732,59.08,43246.56,17767.68,25478.88,5,Enterprise
6/5/2023,South,RUSSIA,Laptop,Initech,784,97.39,76353.76,49028.2,27325.56,5,Enterprise
6/5/2023,South,RUSSIA,Laptop,Umbrella Corp,302,58.86,17775.72,10640.63,7135.09,5,Wholesale
6/5/2023,South,RUSSIA,Monitor,Vehement Capital Partners,460,77.88,35824.8,22950.69,12874.11,15,Enterprise
6/5/2023,Central,RUSSIA,Keyboard,Initech,991,51.85,51383.35,40315.77,11067.58,5,Enterprise
6/5/2023,South,RUSSIA,Keyboard,Hooli,854,93.01,79430.54,65587.64,13842.9,15,Retail
6/5/2023,East,RUSSIA,Mouse,Hooli,541,42.6,23046.6,11769.41,11277.19,20,Wholesale
6/5/2023,East,RUSSIA,Printer,Initech,734,57.92,42513.28,27938.33,14574.95,0,Enterprise
6/5/2023,South,RUSSIA,Laptop,Soylent LLC,252,52.17,13146.84,10100.38,3046.46,5,Retail
6/5/2023,South,RUSSIA,Laptop,Hooli,415,76.9,31913.5,12902.59,19010.91,0,Retail
6/5/2023,South,RUSSIA,Laptop,Stark Industries,465,56.46,26253.9,12462.65,13791.25,10,Enterprise
6/5/2023,West,RUSSIA,Laptop,Corp,224,25.54,5720.96,4026.43,1694.53,0,Wholesale
6/5/2023,South,RUSSIA,Printer,Hooli,218,57.78,12596.04,10130.89,2465.15,15,Enterprise
6/5/2023,East,RUSSIA,Keyboard,Soylent LLC,915,52.93,48430.95,32378.96,16051.99,0,Wholesale
6/5/2023,South,RUSSIA,Mouse,Hooli,646,76.48,49406.08,26509.57,22896.51,10,Wholesale
6/5/2023,East,RUSSIA,Monitor,Wayne Enterprises,535,90.67,48508.45,36207.32,12301.13,20,Retail
6/5/2023,West,RUSSIA,Keyboard,Stark Industries,839,10.64,8926.96,6074.84,2852.12,10,Wholesale
6/6/2023,East,RUSSIA,Keyboard,Initech,71,67.74,4809.54,3239.48,1570.06,10,Enterprise
6/6/2023,South,RUSSIA,Mouse,Soylent LLC,131,75.92,9945.52,4956.55,4988.97,15,Wholesale
6/6/2023,North,RUSSIA,Mouse,Massive Dynamic,920,41.51,38189.2,32172.1,6017.1,20,Retail
6/6/2023,East,RUSSIA,Printer,Massive Dynamic,471,73.14,34448.94,21434.07,13014.87,15,Enterprise
6/6/2023,South,RUSSIA,Laptop,Soylent LLC,607,75.63,45907.41,21237.76,24669.65,10,Enterprise
6/6/2023,Central,RUSSIA,Laptop,Corp,504,69.06,34806.24,27356.32,7449.92,20,Enterprise
6/6/2023,North,RUSSIA,Monitor,Massive Dynamic,811,25.49,20672.39,17387.4,3284.99,15,Retail
6/6/2023,South,RUSSIA,Mouse,Umbrella Corp,274,66.21,18141.54,13370.8,4770.74,5,Retail
6/6/2023,East,RUSSIA,Mouse,Initech,869,73.64,63993.16,51890.8,12102.36,0,Retail
6/6/2023,East,RUSSIA,Keyboard,Hooli,900,89.49,80541,56405.75,24135.25,20,Retail
6/6/2023,North,RUSSIA,Laptop,Stark Industries,116,98.43,11417.88,9558.54,1859.34,20,Retail
6/6/2023,North,RUSSIA,Printer,Stark Industries,245,33.1,8109.5,4012.14,4097.36,5,Enterprise
6/6/2023,Central,RUSSIA,Mouse,Stark Industries,646,68.17,44037.82,23270.88,20766.94,20,Enterprise
6/6/2023,East,RUSSIA,Mouse,Wayne Enterprises,636,45.96,29230.56,18620.29,10610.27,15,Wholesale
6/6/2023,South,RUSSIA,Monitor,Massive Dynamic,598,58.92,35234.16,29537.7,5696.46,20,Enterprise
6/6/2023,East,RUSSIA,Monitor,Corp,331,67.68,22402.08,11376,11026.08,0,Wholesale
6/6/2023,South,RUSSIA,Keyboard,Hooli,547,33.54,18346.38,9042.42,9303.96,20,Wholesale
6/6/2023,East,RUSSIA,Printer,Wayne Enterprises,885,16.88,14938.8,8668.36,6270.44,5,Retail
6/6/2023,West,RUSSIA,Mouse,Stark Industries,179,89.13,15954.27,7068.13,8886.14,15,Enterprise
6/6/2023,South,RUSSIA,Printer,Stark Industries,953,52.36,49899.08,22683.79,27215.29,5,Enterprise
6/6/2023,Central,RUSSIA,Mouse,Massive Dynamic,605,65.25,39476.25,33205.82,6270.43,15,Retail
6/6/2023,East,RUSSIA,Monitor,Globex Inc,481,71.42,34353.02,16237.65,18115.37,5,Retail
6/7/2023,Central,RUSSIA,Keyboard,Corp,68,22.6,1536.8,713.79,823.01,15,Retail
